Gene	Mycoplasma_meleagridis_210	Mycoplasma_meleagridis_24B8	Mycoplasma_meleagridis_25A3	Mycoplasma_meleagridis_25A4	Mycoplasma_meleagridis_26	Mycoplasma_meleagridis_26B8	Mycoplasma_meleagridis_26B9	Mycoplasma_meleagridis_ATCCC	Mycoplasma_meleagridis_B870
group_497	1	0	1	1	0	1	0	1	0
group_498	1	0	1	1	0	1	0	1	0
group_499	1	0	1	1	0	1	0	1	0
iroC	1	0	1	1	0	1	0	1	0
gyrA2_4	1	0	1	1	0	1	0	1	0
group_501	1	0	1	1	0	1	0	1	0
group_502	1	0	1	1	0	1	0	1	0
group_503	1	0	1	1	0	1	0	1	0
gyrB1_4	1	0	1	1	0	1	0	1	0
gyrB1_3	1	0	1	1	0	1	0	1	0
group_506	1	0	1	1	0	1	0	1	0
group_508	1	0	1	1	0	1	0	1	0
group_509	1	0	1	1	0	1	0	1	0
group_51	1	0	1	1	0	1	0	1	0
group_510	1	0	1	1	0	1	0	1	0
group_511	1	0	1	1	0	1	0	1	0
group_512	1	0	1	1	0	1	0	1	0
hitC_2	1	0	1	1	0	1	0	1	0
oppF4	1	0	1	1	0	1	0	1	0
cpsJ	1	0	1	1	0	1	0	1	0
oppD2_1	1	0	1	1	0	1	0	1	0
group_517	1	0	1	1	0	1	0	1	0
oppD2_2	1	0	1	1	0	1	0	1	0
group_519	1	0	1	1	0	1	0	1	0
oppB3	1	0	1	1	0	1	0	1	0
oppC_2	1	0	1	1	0	1	0	1	0
oppC2	1	0	1	1	0	1	0	1	0
dppC/oppC	1	0	1	1	0	1	0	1	0
oppB2_1	1	0	1	1	0	1	0	1	0
oppB2_2	1	0	1	1	0	1	0	1	0
group_525	1	0	1	1	0	1	0	1	0
oppA_2	1	0	1	1	0	1	0	1	0
oppA_3	1	0	1	1	0	1	0	1	0
oppA_4	1	0	1	1	0	1	0	1	0
oppA_5	1	0	1	1	0	1	0	1	0
group_53	1	0	1	1	0	1	0	1	0
oppA_6	1	0	1	1	0	1	0	1	0
group_531	1	0	1	1	0	1	0	1	0
group_532	1	0	1	1	0	1	0	1	0
group_533	1	0	1	1	0	1	0	1	0
group_534	1	0	1	1	0	1	0	1	0
group_535	1	0	1	1	0	1	0	1	0
group_536	1	0	1	1	0	1	0	1	0
group_537	1	0	1	1	0	1	0	1	0
group_538	1	0	1	1	0	1	0	1	0
group_539	1	0	1	1	0	1	0	1	0
group_54	1	0	1	1	0	1	0	1	0
group_540	1	0	1	1	0	1	0	1	0
group_541	1	0	1	1	0	1	0	1	0
group_542	1	0	1	1	0	1	0	1	0
group_543	1	0	1	1	0	1	0	1	0
group_544	1	0	1	1	0	1	0	1	0
group_545	1	0	1	1	0	1	0	1	0
group_546	1	0	1	1	0	1	0	1	0
group_547	1	0	1	1	0	1	0	1	0
group_548	1	0	1	1	0	1	0	1	0
group_549	1	0	1	1	0	1	0	1	0
aspS-2_4	1	0	1	1	0	1	0	1	0
group_550	1	0	1	1	0	1	0	1	0
group_551	1	0	1	1	0	1	0	1	0
group_552	1	0	1	1	0	1	0	1	0
group_553	1	0	1	1	0	1	0	1	0
group_554	1	0	1	1	0	1	0	1	0
group_555	1	0	1	1	0	1	0	1	0
group_556	1	0	1	1	0	1	0	1	0
group_557	1	0	1	1	0	1	0	1	0
group_558	1	0	1	1	0	1	0	1	0
group_559	1	0	1	1	0	1	0	1	0
rplP	1	0	1	1	0	1	0	1	0
group_560	1	0	1	1	0	1	0	1	0
group_561	1	0	1	1	0	1	0	1	0
group_562	1	0	1	1	0	1	0	1	0
group_563	1	0	1	1	0	1	0	1	0
group_564	1	0	1	1	0	1	0	1	0
group_565	1	0	1	1	0	1	0	1	0
group_566	1	0	1	1	0	1	0	1	0
group_567	1	0	1	1	0	1	0	1	0
group_568	1	0	1	1	0	1	0	1	0
group_569	1	0	1	1	0	1	0	1	0
group_570	1	0	1	1	0	1	0	1	0
group_571	1	0	1	1	0	1	0	1	0
group_572	1	0	1	1	0	1	0	1	0
nadE	1	0	1	1	0	1	0	1	0
group_574	1	0	1	1	0	1	0	1	0
group_575	1	0	1	1	0	1	0	1	0
group_576	1	0	1	1	0	1	0	1	0
group_577	1	0	1	1	0	1	0	1	0
group_578	1	0	1	1	0	1	0	1	0
group_579	1	0	1	1	0	1	0	1	0
group_58	1	0	1	1	0	1	0	1	0
group_580	1	0	1	1	0	1	0	1	0
rnhB2	1	0	1	1	0	1	0	1	0
rnhB_2	1	0	1	1	0	1	0	1	0
group_583	1	0	1	1	0	1	0	1	0
group_585	1	0	1	1	0	1	0	1	0
group_586	1	0	1	1	0	1	0	1	0
group_587	1	0	1	1	0	1	0	1	0
group_588	1	0	1	1	0	1	0	1	0
group_589	1	0	1	1	0	1	0	1	0
comEA	1	0	1	1	0	1	0	1	0
group_590	1	0	1	1	0	1	0	1	0
group_591	1	0	1	1	0	1	0	1	0
oppC3_1	1	0	1	1	0	1	0	1	0
oppC3_2	1	0	1	1	0	1	0	1	0
group_594	1	0	1	1	0	1	0	1	0
group_595	1	0	1	1	0	1	0	1	0
group_596	1	0	1	1	0	1	0	1	0
group_597	1	0	1	1	0	1	0	1	0
group_598	1	0	1	1	0	1	0	1	0
group_599	1	0	1	1	0	1	0	1	0
group_60	1	0	1	1	0	1	0	1	0
group_600	1	0	1	1	0	1	0	1	0
group_601	1	0	1	1	0	1	0	1	0
group_602	1	0	1	1	0	1	0	1	0
group_603	1	0	1	1	0	1	0	1	0
group_604	1	0	1	1	0	1	0	1	0
tet(W/N/W)	1	0	1	1	0	1	0	1	0
group_606	1	0	1	1	0	1	0	1	0
group_607	1	0	1	1	0	1	0	1	0
group_608	1	0	1	1	0	1	0	1	0
group_609	1	0	1	1	0	1	0	1	0
group_61	1	0	1	1	0	1	0	1	0
rpsO	1	0	1	1	0	1	0	1	0
group_611	1	0	1	1	0	1	0	1	0
group_612	1	0	1	1	0	1	0	1	0
group_613	1	0	1	1	0	1	0	1	0
group_614	1	0	1	1	0	1	0	1	0
group_615	1	0	1	1	0	1	0	1	0
group_616	1	0	1	1	0	1	0	1	0
group_617	1	0	1	1	0	1	0	1	0
group_618	1	0	1	1	0	1	0	1	0
group_619	1	0	1	1	0	1	0	1	0
group_62	1	0	1	1	0	1	0	1	0
group_620	1	0	1	1	0	1	0	1	0
oppF	1	0	1	1	0	1	0	1	0
group_622	1	0	1	1	0	1	0	1	0
group_623	1	0	1	1	0	1	0	1	0
MCYN0550	1	0	1	1	0	1	0	1	0
group_625	1	0	1	1	0	1	0	1	0
group_626	1	0	1	1	0	1	0	1	0
group_627	1	0	1	1	0	1	0	1	0
eutD	1	0	1	1	0	1	0	1	0
group_629	1	0	1	1	0	1	0	1	0
group_63	1	0	1	1	0	1	0	1	0
group_630	1	0	1	1	0	1	0	1	0
kdtB	1	0	1	1	0	1	0	1	0
group_632	1	0	1	1	0	1	0	1	0
group_633	1	0	1	1	0	1	0	1	0
group_634	1	0	1	1	0	1	0	1	0
group_635	1	0	1	1	0	1	0	1	0
pyk_1	1	0	1	1	0	1	0	1	0
group_637	1	0	1	1	0	1	0	1	0
group_638	1	0	1	1	0	1	0	1	0
group_639	1	0	1	1	0	1	0	1	0
group_64	1	0	1	1	0	1	0	1	0
group_640	1	0	1	1	0	1	0	1	0
group_641	1	0	1	1	0	1	0	1	0
ssl2_2	1	0	1	1	0	1	0	1	0
group_643	1	0	1	1	0	1	0	1	0
group_644	1	0	1	1	0	1	0	1	0
group_645	1	0	1	1	0	1	0	1	0
group_646	1	0	1	1	0	1	0	1	0
MCYN0537	1	0	1	1	0	1	0	1	0
group_648	1	0	1	1	0	1	0	1	0
group_649	1	0	1	1	0	1	0	1	0
group_65	1	0	1	1	0	1	0	1	0
group_650	1	0	1	1	0	1	0	1	0
group_651	1	0	1	1	0	1	0	1	0
group_652	1	0	1	1	0	1	0	1	0
group_653	1	0	1	1	0	1	0	1	0
group_654	1	0	1	1	0	1	0	1	0
group_655	1	0	1	1	0	1	0	1	0
group_656	1	0	1	1	0	1	0	1	0
group_657	1	0	1	1	0	1	0	1	0
group_658	1	0	1	1	0	1	0	1	0
group_659	1	0	1	1	0	1	0	1	0
group_66	1	0	1	1	0	1	0	1	0
group_660	1	0	1	1	0	1	0	1	0
group_661	1	0	1	1	0	1	0	1	0
group_662	1	0	1	1	0	1	0	1	0
group_663	1	0	1	1	0	1	0	1	0
group_664	1	0	1	1	0	1	0	1	0
group_665	1	0	1	1	0	1	0	1	0
group_666	1	0	1	1	0	1	0	1	0
group_667	1	0	1	1	0	1	0	1	0
group_668	1	0	1	1	0	1	0	1	0
group_669	1	0	1	1	0	1	0	1	0
group_67	1	0	1	1	0	1	0	1	0
coaE	1	0	1	1	0	1	0	1	0
group_671	1	0	1	1	0	1	0	1	0
group_672	1	0	1	1	0	1	0	1	0
group_673	1	0	1	1	0	1	0	1	0
group_674	1	0	1	1	0	1	0	1	0
rlmH_1	1	0	1	1	0	1	0	1	0
rlmH_2	1	0	1	1	0	1	0	1	0
group_677	1	0	1	1	0	1	0	1	0
group_678	1	0	1	1	0	1	0	1	0
metG	1	0	1	1	0	1	0	1	0
group_68	1	0	1	1	0	1	0	1	0
metS	1	0	1	1	0	1	0	1	0
group_681	1	0	1	1	0	1	0	1	0
group_682	1	0	1	1	0	1	0	1	0
group_683	1	0	1	1	0	1	0	1	0
group_684	1	0	1	1	0	1	0	1	0
group_685	1	0	1	1	0	1	0	1	0
group_686	1	0	1	1	0	1	0	1	0
group_687	1	0	1	1	0	1	0	1	0
ptc1	1	0	1	1	0	1	0	1	0
group_689	1	0	1	1	0	1	0	1	0
group_69	1	0	1	1	0	1	0	1	0
group_690	1	0	1	1	0	1	0	1	0
engC	1	0	1	1	0	1	0	1	0
group_692	1	0	1	1	0	1	0	1	0
rpe_2	1	0	1	1	0	1	0	1	0
MCYN0868	1	0	1	1	0	1	0	1	0
group_695	1	0	1	1	0	1	0	1	0
group_696	1	0	1	1	0	1	0	1	0
group_697	1	0	1	1	0	1	0	1	0
group_698	1	0	1	1	0	1	0	1	0
MCYN0867	1	0	1	1	0	1	0	1	0
group_70	1	0	1	1	0	1	0	1	0
group_700	1	0	1	1	0	1	0	1	0
group_701	1	0	1	1	0	1	0	1	0
group_702	1	0	1	1	0	1	0	1	0
group_703	1	0	1	1	0	1	0	1	0
group_704	1	0	1	1	0	1	0	1	0
group_705	1	0	1	1	0	1	0	1	0
group_706	1	0	1	1	0	1	0	1	0
group_707	1	0	1	1	0	1	0	1	0
pepA	1	0	1	1	0	1	0	1	0
MCYN0820	1	0	1	1	0	1	0	1	0
group_71	1	0	1	1	0	1	0	1	0
group_710	1	0	1	1	0	1	0	1	0
group_711	1	0	1	1	0	1	0	1	0
group_712	1	0	1	1	0	1	0	1	0
group_713	1	0	1	1	0	1	0	1	0
group_714	1	0	1	1	0	1	0	1	0
group_715	1	0	1	1	0	1	0	1	0
group_716	1	0	1	1	0	1	0	1	0
group_717	1	0	1	1	0	1	0	1	0
group_718	1	0	1	1	0	1	0	1	0
group_719	1	0	1	1	0	1	0	1	0
group_720	1	0	1	1	0	1	0	1	0
hemK	1	0	1	1	0	1	0	1	0
group_722	1	0	1	1	0	1	0	1	0
group_723	1	0	1	1	0	1	0	1	0
group_724	1	0	1	1	0	1	0	1	0
group_725	1	0	1	1	0	1	0	1	0
group_726	1	0	1	1	0	1	0	1	0
group_727	1	0	1	1	0	1	0	1	0
group_728	1	0	1	1	0	1	0	1	0
uvrB	1	0	1	1	0	1	0	1	0
group_730	1	0	1	1	0	1	0	1	0
uvrA	1	0	1	1	0	1	0	1	0
group_732	1	0	1	1	0	1	0	1	0
group_733	1	0	1	1	0	1	0	1	0
group_734	1	0	1	1	0	1	0	1	0
group_735	1	0	1	1	0	1	0	1	0
group_736	1	0	1	1	0	1	0	1	0
group_737	1	0	1	1	0	1	0	1	0
group_738	1	0	1	1	0	1	0	1	0
group_739	1	0	1	1	0	1	0	1	0
group_740	1	0	1	1	0	1	0	1	0
group_741	1	0	1	1	0	1	0	1	0
group_742	1	0	1	1	0	1	0	1	0
group_743	1	0	1	1	0	1	0	1	0
MCYN0256	1	0	1	1	0	1	0	1	0
group_745	1	0	1	1	0	1	0	1	0
group_746	1	0	1	1	0	1	0	1	0
group_747	1	0	1	1	0	1	0	1	0
group_748	1	0	1	1	0	1	0	1	0
group_749	1	0	1	1	0	1	0	1	0
group_750	1	0	1	1	0	1	0	1	0
group_751	1	0	1	1	0	1	0	1	0
group_752	1	0	1	1	0	1	0	1	0
group_753	1	0	1	1	0	1	0	1	0
group_754	1	0	1	1	0	1	0	1	0
group_755	1	0	1	1	0	1	0	1	0
acpD_1	1	0	1	1	0	1	0	1	0
acpD/azoR	1	0	1	1	0	1	0	1	0
group_758	1	0	1	1	0	1	0	1	0
group_759	1	0	1	1	0	1	0	1	0
group_760	1	0	1	1	0	1	0	1	0
manB_1	1	0	1	1	0	1	0	1	0
manB_2	1	0	1	1	0	1	0	1	0
group_763	1	0	1	1	0	1	0	1	0
manB-2	1	0	1	1	0	1	0	1	0
group_765	1	0	1	1	0	1	0	1	0
group_766	1	0	1	1	0	1	0	1	0
group_767	1	0	1	1	0	1	0	1	0
group_768	1	0	1	1	0	1	0	1	0
group_769	1	0	1	1	0	1	0	1	0
group_770	1	0	1	1	0	1	0	1	0
group_771	1	0	1	1	0	1	0	1	0
group_772	1	0	1	1	0	1	0	1	0
group_773	1	0	1	1	0	1	0	1	0
group_774	1	0	1	1	0	1	0	1	0
group_775	1	0	1	1	0	1	0	1	0
group_776	1	0	1	1	0	1	0	1	0
group_777	1	0	1	1	0	1	0	1	0
argF_6	1	0	1	1	0	1	0	1	0
group_779	1	0	1	1	0	1	0	1	0
argF_4	1	0	1	1	0	1	0	1	0
arcA_6	1	0	1	1	0	1	0	1	0
group_782	1	0	1	1	0	1	0	1	0
arcA_4	1	0	1	1	0	1	0	1	0
group_784	1	0	1	1	0	1	0	1	0
group_785	1	0	1	1	0	1	0	1	0
group_786	1	0	1	1	0	1	0	1	0
hisS_2	1	0	1	1	0	1	0	1	0
hisS_1	1	0	1	1	0	1	0	1	0
group_790	1	0	1	1	0	1	0	1	0
group_791	1	0	1	1	0	1	0	1	0
group_792	1	0	1	1	0	1	0	1	0
group_793	1	0	1	1	0	1	0	1	0
group_794	1	0	1	1	0	1	0	1	0
tmk_1	1	0	1	1	0	1	0	1	0
tmk_2	1	0	1	1	0	1	0	1	0
group_797	1	0	1	1	0	1	0	1	0
MCYN0834	1	0	1	1	0	1	0	1	0
group_799	1	0	1	1	0	1	0	1	0
dnaX	1	0	1	1	0	1	0	1	0
gpmI_1	1	0	1	1	0	1	0	1	0
gpmI_2	1	0	1	1	0	1	0	1	0
group_803	1	0	1	1	0	1	0	1	0
group_804	1	0	1	1	0	1	0	1	0
group_805	1	0	1	1	0	1	0	1	0
pdhC_1	1	0	1	1	0	1	0	1	0
pdhC_2	1	0	1	1	0	1	0	1	0
pdhC_3	1	0	1	1	0	1	0	1	0
pdhC_4	1	0	1	1	0	1	0	1	0
group_810	1	0	1	1	0	1	0	1	0
pdhB_1	1	0	1	1	0	1	0	1	0
pdhB_2	1	0	1	1	0	1	0	1	0
pdhA_1	1	0	1	1	0	1	0	1	0
pdhA_2	1	0	1	1	0	1	0	1	0
pdhA_3	1	0	1	1	0	1	0	1	0
group_816	1	0	1	1	0	1	0	1	0
MCYN0500	1	0	1	1	0	1	0	1	0
group_818	1	0	1	1	0	1	0	1	0
group_819	1	0	1	1	0	1	0	1	0
deoC_3	1	0	1	1	0	1	0	1	0
group_821	1	0	1	1	0	1	0	1	0
deoA_2	1	0	1	1	0	1	0	1	0
deoA_1	1	0	1	1	0	1	0	1	0
group_824	1	0	1	1	0	1	0	1	0
group_825	1	0	1	1	0	1	0	1	0
group_826	1	0	1	1	0	1	0	1	0
group_827	1	0	1	1	0	1	0	1	0
group_828	1	0	1	1	0	1	0	1	0
group_829	1	0	1	1	0	1	0	1	0
group_830	1	0	1	1	0	1	0	1	0
group_831	1	0	1	1	0	1	0	1	0
group_832	1	0	1	1	0	1	0	1	0
tnpIS1634am_2	1	0	1	1	0	1	0	1	0
group_834	1	0	1	1	0	1	0	1	0
rplR	1	0	1	1	0	1	0	1	0
group_836	1	0	1	1	0	1	0	1	0
group_837	1	0	1	1	0	1	0	1	0
group_838	1	0	1	1	0	1	0	1	0
group_839	1	0	1	1	0	1	0	1	0
MCYN0188	1	0	1	1	0	1	0	1	0
rplX	1	0	1	1	0	1	0	1	0
group_842	1	0	1	1	0	1	0	1	0
group_843	1	0	1	1	0	1	0	1	0
rpmC	1	0	1	1	0	1	0	1	0
group_845	1	0	1	1	0	1	0	1	0
group_846	1	0	1	1	0	1	0	1	0
group_847	1	0	1	1	0	1	0	1	0
group_848	1	0	1	1	0	1	0	1	0
rplW	1	0	1	1	0	1	0	1	0
MCYN0177	1	0	1	1	0	1	0	1	0
group_851	1	0	1	1	0	1	0	1	0
group_852	1	0	1	1	0	1	0	1	0
rpsJ	1	0	1	1	0	1	0	1	0
group_854	1	0	1	1	0	1	0	1	0
group_855	1	0	1	1	0	1	0	1	0
group_856	1	0	1	1	0	1	0	1	0
group_857	1	0	1	1	0	1	0	1	0
group_858	1	0	1	1	0	1	0	1	0
group_859	1	0	1	1	0	1	0	1	0
group_86	1	0	1	1	0	1	0	1	0
celM1_2	1	0	1	1	0	1	0	1	0
group_861	1	0	1	1	0	1	0	1	0
group_862	1	0	1	1	0	1	0	1	0
group_863	1	0	1	1	0	1	0	1	0
group_864	1	0	1	1	0	1	0	1	0
group_865	1	0	1	1	0	1	0	1	0
group_866	1	0	1	1	0	1	0	1	0
group_867	1	0	1	1	0	1	0	1	0
group_868	1	0	1	1	0	1	0	1	0
group_869	1	0	1	1	0	1	0	1	0
group_87	1	0	1	1	0	1	0	1	0
group_870	1	0	1	1	0	1	0	1	0
group_871	1	0	1	1	0	1	0	1	0
rpoC_7	1	0	1	1	0	1	0	1	0
rpoC_6	1	0	1	1	0	1	0	1	0
group_874	1	0	1	1	0	1	0	1	0
group_875	1	0	1	1	0	1	0	1	0
group_876	1	0	1	1	0	1	0	1	0
group_877	1	0	1	1	0	1	0	1	0
rpoB2_4	1	0	1	1	0	1	0	1	0
rpoB2_3	1	0	1	1	0	1	0	1	0
group_88	1	0	1	1	0	1	0	1	0
group_880	1	0	1	1	0	1	0	1	0
group_881	1	0	1	1	0	1	0	1	0
group_882	1	0	1	1	0	1	0	1	0
group_883	1	0	1	1	0	1	0	1	0
group_884	1	0	1	1	0	1	0	1	0
group_885	1	0	1	1	0	1	0	1	0
pheT_5	1	0	1	1	0	1	0	1	0
pheT_4	1	0	1	1	0	1	0	1	0
pheT_3	1	0	1	1	0	1	0	1	0
group_889	1	0	1	1	0	1	0	1	0
group_89	1	0	1	1	0	1	0	1	0
ung_2	1	0	1	1	0	1	0	1	0
ung_1	1	0	1	1	0	1	0	1	0
group_892	1	0	1	1	0	1	0	1	0
group_893	1	0	1	1	0	1	0	1	0
group_894	1	0	1	1	0	1	0	1	0
clpV1	1	0	1	1	0	1	0	1	0
group_896	1	0	1	1	0	1	0	1	0
group_897	1	0	1	1	0	1	0	1	0
group_898	1	0	1	1	0	1	0	1	0
group_899	1	0	1	1	0	1	0	1	0
MCYN0707	1	0	1	1	0	1	0	1	0
group_900	1	0	1	1	0	1	0	1	0
MCYN0264	1	0	1	1	0	1	0	1	0
tktA_3	1	0	1	1	0	1	0	1	0
tktA_2	1	0	1	1	0	1	0	1	0
tktA_1	1	0	1	1	0	1	0	1	0
group_905	1	0	1	1	0	1	0	1	0
group_906	1	0	1	1	0	1	0	1	0
group_907	1	0	1	1	0	1	0	1	0
MCYN0808	1	0	1	1	0	1	0	1	0
mscL	1	0	1	1	0	1	0	1	0
fba_2	1	0	1	1	0	1	0	1	0
MCYN0739_2	1	0	1	1	0	1	0	1	0
MCYN0739_1	1	0	1	1	0	1	0	1	0
group_912	1	0	1	1	0	1	0	1	0
ruvA2_2	1	0	1	1	0	1	0	1	0
ruvA2_1	1	0	1	1	0	1	0	1	0
eccA1	1	0	1	1	0	1	0	1	0
group_916	1	0	1	1	0	1	0	1	0
group_917	1	0	1	1	0	1	0	1	0
group_918	1	0	1	1	0	1	0	1	0
group_919	1	0	1	1	0	1	0	1	0
group_92	1	0	1	1	0	1	0	1	0
group_920	1	0	1	1	0	1	0	1	0
group_921	1	0	1	1	0	1	0	1	0
gpsA_1	1	0	1	1	0	1	0	1	0
group_923	1	0	1	1	0	1	0	1	0
ErmH	1	0	1	1	0	1	0	1	0
group_925	1	0	1	1	0	1	0	1	0
group_926	1	0	1	1	0	1	0	1	0
group_927	1	0	1	1	0	1	0	1	0
group_928	1	0	1	1	0	1	0	1	0
arnA	1	0	1	1	0	1	0	1	0
group_93	1	0	1	1	0	1	0	1	0
group_930	1	0	1	1	0	1	0	1	0
group_931	1	0	1	1	0	1	0	1	0
group_932	1	0	1	1	0	1	0	1	0
group_933	1	0	1	1	0	1	0	1	0
group_934	1	0	1	1	0	1	0	1	0
group_935	1	0	1	1	0	1	0	1	0
group_936	1	0	1	1	0	1	0	1	0
group_937	1	0	1	1	0	1	0	1	0
group_938	1	0	1	1	0	1	0	1	0
group_939	1	0	1	1	0	1	0	1	0
tsnR	1	0	1	1	0	1	0	1	0
group_940	1	0	1	1	0	1	0	1	0
group_941	1	0	1	1	0	1	0	1	0
group_942	1	0	1	1	0	1	0	1	0
group_943	1	0	1	1	0	1	0	1	0
group_944	1	0	1	1	0	1	0	1	0
group_945	1	0	1	1	0	1	0	1	0
group_946	1	0	1	1	0	1	0	1	0
group_947	1	0	1	1	0	1	0	1	0
group_948	1	0	1	1	0	1	0	1	0
group_949	1	0	1	1	0	1	0	1	0
group_95	1	0	1	1	0	1	0	1	0
group_950	1	0	1	1	0	1	0	1	0
acpD_2	1	0	1	1	0	1	0	1	0
group_952	1	0	1	1	0	1	0	1	0
group_953	1	0	1	1	0	1	0	1	0
group_954	1	0	1	1	0	1	0	1	0
fliI	1	0	1	1	0	1	0	1	0
escN	1	0	1	1	0	1	0	1	0
group_957	1	0	1	1	0	1	0	1	0
group_958	1	0	1	1	0	1	0	1	0
group_959	1	0	1	1	0	1	0	1	0
group_96	1	0	1	1	0	1	0	1	0
group_960	1	0	1	1	0	1	0	1	0
group_961	1	0	1	1	0	1	0	1	0
group_962	1	0	1	1	0	1	0	1	0
group_963	1	0	1	1	0	1	0	1	0
group_964	1	0	1	1	0	1	0	1	0
MCYN0636	1	0	1	1	0	1	0	1	0
group_966	1	0	1	1	0	1	0	1	0
group_967	1	0	1	1	0	1	0	1	0
polC_6	1	0	1	1	0	1	0	1	0
group_969	1	0	1	1	0	1	0	1	0
group_97	1	0	1	1	0	1	0	1	0
group_970	1	0	1	1	0	1	0	1	0
polC_3	1	0	1	1	0	1	0	1	0
group_972	1	0	1	1	0	1	0	1	0
group_973	1	0	1	1	0	1	0	1	0
group_974	1	0	1	1	0	1	0	1	0
group_975	1	0	1	1	0	1	0	1	0
group_976	1	0	1	1	0	1	0	1	0
group_977	1	0	1	1	0	1	0	1	0
group_978	1	0	1	1	0	1	0	1	0
group_979	1	0	1	1	0	1	0	1	0
group_98	1	0	1	1	0	1	0	1	0
group_980	1	0	1	1	0	1	0	1	0
group_981	1	0	1	1	0	1	0	1	0
group_982	1	0	1	1	0	1	0	1	0
group_983	1	0	1	1	0	1	0	1	0
group_984	1	0	1	1	0	1	0	1	0
group_985	1	0	1	1	0	1	0	1	0
group_986	1	0	1	1	0	1	0	1	0
group_987	1	0	1	1	0	1	0	1	0
group_988	1	0	1	1	0	1	0	1	0
group_989	1	0	1	1	0	1	0	1	0
macB_1	1	0	1	1	0	1	0	1	0
group_990	1	0	1	1	0	1	0	1	0
lip3	1	0	1	1	0	1	0	1	0
group_992	1	0	1	1	0	1	0	1	0
group_993	1	0	1	1	0	1	0	1	0
oppB_3	1	0	1	1	0	1	0	1	0
group_995	1	0	1	1	0	1	0	1	0
group_996	1	0	1	1	0	1	0	1	0
group_997	1	0	1	1	0	1	0	1	0
group_998	1	0	1	1	0	1	0	1	0
group_999	1	0	1	1	0	1	0	1	0
group_1	0	0	1	1	0	1	0	1	0
group_10	1	0	1	1	0	0	0	1	0
group_1108	1	0	1	1	0	1	0	0	0
group_1123	1	0	1	1	0	0	0	1	0
group_1561	0	1	0	0	1	0	1	0	1
group_1793	0	1	0	0	1	0	1	0	1
group_18	1	0	1	0	0	1	0	1	0
group_1965	0	1	0	0	1	1	0	0	1
group_2193	0	1	0	0	1	0	1	0	1
group_2203	0	1	0	0	1	0	1	0	1
group_2270	0	1	0	0	1	0	1	0	1
group_2325	0	0	1	1	0	1	0	1	0
group_2331	0	0	1	1	0	1	0	1	0
MCYN0446	0	0	0	0	1	1	1	1	0
group_2363	1	0	1	1	0	1	0	0	0
MCYN0680	0	0	0	0	0	1	1	1	1
group_5	0	0	1	1	0	1	0	1	0
group_6	1	0	1	0	0	1	0	1	0
group_1079	1	0	1	1	0	0	0	0	0
group_16	0	0	1	1	0	1	0	0	0
group_1927	0	1	0	0	1	0	0	1	0
dam	0	0	1	0	0	1	0	1	0
mgtA3	0	0	0	1	0	1	0	1	0
group_2337	0	0	0	0	1	0	1	0	1
group_24	0	0	1	1	0	1	0	0	0
group_31	0	1	0	0	1	0	0	1	0
group_507	1	0	1	1	0	0	0	0	0
group_584	1	0	1	1	0	0	0	0	0
group_789	1	0	1	1	0	0	0	0	0
group_9	0	0	0	1	0	1	0	1	0
group_11	0	0	0	1	0	1	0	0	0
group_1161	1	0	1	0	0	0	0	0	0
group_1503	0	1	0	0	1	0	0	0	0
group_2	1	0	1	0	0	0	0	0	0
group_2042	0	1	0	0	0	0	0	0	1
group_22	1	0	0	0	0	0	0	1	0
tnpA-3	0	0	1	0	0	1	0	0	0
tnpA-4_2	0	0	1	0	0	1	0	0	0
group_2332	0	0	0	1	0	0	0	1	0
group_2338	0	0	0	0	1	0	1	0	0
group_2340	0	0	0	0	0	1	0	1	0
group_2342	0	0	0	0	0	1	0	1	0
group_2344	0	0	0	0	0	1	0	1	0
group_2348	0	0	0	0	0	1	0	1	0
group_2351	0	0	0	0	0	1	0	1	0
group_2352	0	0	0	0	0	1	0	1	0
group_2353	0	0	0	0	0	1	0	1	0
group_2354	0	0	0	0	0	1	0	1	0
group_2355	0	0	0	0	0	1	0	1	0
group_2357	0	0	0	0	0	1	0	1	0
group_2358	0	0	0	0	0	1	0	1	0
group_2360	0	0	0	0	0	1	0	1	0
gyrB2_3	0	0	0	0	0	0	1	1	0
group_39	0	0	0	0	0	1	1	0	0
group_4	1	0	0	0	0	1	0	0	0
group_1184	1	0	0	0	0	0	0	0	0
group_1497	0	1	0	0	0	0	0	0	0
group_17	0	0	0	1	0	0	0	0	0
group_19	1	0	0	0	0	0	0	0	0
group_20	0	0	0	0	0	0	0	1	0
group_2326	0	0	1	0	0	0	0	0	0
group_2333	0	0	0	1	0	0	0	0	0
group_2335	0	0	0	1	0	0	0	0	0
group_2336	0	0	0	1	0	0	0	0	0
group_2347	0	0	0	0	0	1	0	0	0
group_2356	0	0	0	0	0	1	0	0	0
group_2362	0	0	0	0	0	0	0	1	0
group_26	0	0	1	0	0	0	0	0	0
group_3	0	0	0	1	0	0	0	0	0
group_7	1	0	0	0	0	0	0	0	0
group_8	0	0	1	0	0	0	0	0	0
